2025-11-25_20:10:47,37.96
2025-11-25_20:10:49,38.04
2025-11-25_20:10:51,38.97
2025-11-25_20:10:53,38.76
2025-11-25_20:10:55,38.92
2025-11-25_20:10:57,38.89
2025-11-25_20:10:59,38.86
2025-11-25_20:11:01,38.83
2025-11-25_20:11:03,38.82
2025-11-25_20:11:05,38.82
2025-11-25_20:11:07,38.80
2025-11-25_20:11:09,38.79
2025-11-25_20:11:11,38.78
2025-11-25_20:11:13,38.79
2025-11-25_20:11:15,38.78
2025-11-25_20:11:17,38.78
2025-11-25_20:11:19,38.78
2025-11-25_20:11:21,38.78
2025-11-25_20:11:23,38.78
2025-11-25_20:11:25,38.83
2025-11-25_20:11:27,38.70
2025-11-25_20:11:29,39.15
2025-11-25_20:11:31,39.52
2025-11-25_20:11:33,39.53
2025-11-25_20:11:35,39.52
2025-11-25_20:11:38,39.52
2025-11-25_20:11:40,39.53
2025-11-25_20:11:42,39.52
2025-11-25_20:11:44,39.52
2025-11-25_20:11:46,39.55
2025-11-25_20:11:48,39.53
2025-11-25_20:11:50,39.52
2025-11-25_20:11:52,38.87
2025-11-25_20:11:54,39.35
2025-11-25_20:11:56,39.78
2025-11-25_20:11:58,40.23
2025-11-25_20:12:00,40.65
2025-11-25_20:12:02,41.10
2025-11-25_20:12:04,41.54
2025-11-25_20:12:06,42.06
2025-11-25_20:12:08,42.46
2025-11-25_20:12:10,42.90
2025-11-25_20:12:12,43.34
2025-11-25_20:12:14,43.76
2025-11-25_20:12:16,44.23
2025-11-25_20:12:18,44.65
2025-11-25_20:12:20,45.10
2025-11-25_20:12:22,45.50
2025-11-25_20:12:24,45.94
2025-11-25_20:12:26,46.10
2025-11-25_20:12:28,46.10
2025-11-25_20:12:30,46.09
2025-11-25_20:12:32,46.08
2025-11-25_20:12:34,46.09
2025-11-25_20:12:36,46.09
2025-11-25_20:12:38,46.08
2025-11-25_20:12:40,46.08
2025-11-25_20:12:42,46.08
2025-11-25_20:12:44,46.09
2025-11-25_20:12:46,46.12
2025-11-25_20:12:48,46.07
2025-11-25_20:12:50,46.07
2025-11-25_20:12:52,46.07
2025-11-25_20:12:54,46.06
2025-11-25_20:12:56,46.08
2025-11-25_20:12:58,46.08
2025-11-25_20:13:00,46.09
2025-11-25_20:13:02,46.10
2025-11-25_20:13:04,46.10
2025-11-25_20:13:06,46.11
2025-11-25_20:13:08,46.10
2025-11-25_20:13:10,46.10
2025-11-25_20:13:12,46.09
2025-11-25_20:13:14,46.09
2025-11-25_20:13:16,46.09
2025-11-25_20:13:18,46.09
2025-11-25_20:13:20,46.09
2025-11-25_20:13:23,46.09
2025-11-25_20:13:25,46.09
2025-11-25_20:13:27,46.14
2025-11-25_20:13:29,46.07
2025-11-25_20:13:31,46.08
2025-11-25_20:13:33,46.07
2025-11-25_20:13:35,46.08
2025-11-25_20:13:37,46.10
2025-11-25_20:13:39,46.10
2025-11-25_20:13:41,46.08
2025-11-25_20:13:43,46.07
2025-11-25_20:13:45,46.06
2025-11-25_20:13:47,46.06
2025-11-25_20:13:49,46.07
2025-11-25_20:13:51,46.06
2025-11-25_20:13:53,46.10
2025-11-25_20:13:55,46.10
2025-11-25_20:13:57,46.10
2025-11-25_20:13:59,46.09
2025-11-25_20:14:01,46.09
2025-11-25_20:14:03,46.08
2025-11-25_20:14:05,46.09
2025-11-25_20:14:07,46.15
2025-11-25_20:14:09,46.09
2025-11-25_20:14:11,46.08
2025-11-25_20:14:13,46.08
2025-11-25_20:14:15,46.08
2025-11-25_20:14:17,46.08
2025-11-25_20:14:19,46.07
2025-11-25_20:14:21,46.07
2025-11-25_20:14:23,46.05
2025-11-25_20:14:25,46.05
2025-11-25_20:14:27,46.05
2025-11-25_20:14:29,46.06
2025-11-25_20:14:31,46.05
