2025-11-25_18:25:15,37.95
2025-11-25_18:25:17,38.93
2025-11-25_18:25:19,38.99
2025-11-25_18:25:21,38.86
2025-11-25_18:25:23,38.89
2025-11-25_18:25:25,38.84
2025-11-25_18:25:27,38.80
2025-11-25_18:25:29,38.78
2025-11-25_18:25:31,38.76
2025-11-25_18:25:33,38.75
2025-11-25_18:25:35,38.74
2025-11-25_18:25:37,38.74
2025-11-25_18:25:39,38.74
2025-11-25_18:25:41,38.73
2025-11-25_18:25:43,38.74
2025-11-25_18:25:45,38.76
2025-11-25_18:25:47,38.75
2025-11-25_18:25:49,38.75
2025-11-25_18:25:51,38.73
2025-11-25_18:25:53,38.90
2025-11-25_18:25:55,39.39
2025-11-25_18:25:57,39.53
2025-11-25_18:25:59,39.49
2025-11-25_18:26:01,39.49
2025-11-25_18:26:03,39.48
2025-11-25_18:26:05,39.48
2025-11-25_18:26:07,39.47
2025-11-25_18:26:09,39.47
2025-11-25_18:26:11,39.48
2025-11-25_18:26:13,38.51
2025-11-25_18:26:15,38.99
2025-11-25_18:26:17,39.50
2025-11-25_18:26:20,40.02
2025-11-25_18:26:22,40.53
2025-11-25_18:26:24,41.03
2025-11-25_18:26:26,41.54
2025-11-25_18:26:28,42.04
2025-11-25_18:26:30,42.53
2025-11-25_18:26:32,43.02
2025-11-25_18:26:34,43.52
2025-11-25_18:26:36,44.03
2025-11-25_18:26:38,44.55
2025-11-25_18:26:40,45.05
2025-11-25_18:26:42,45.52
2025-11-25_18:26:44,46.02
2025-11-25_18:26:46,46.03
2025-11-25_18:26:48,46.03
2025-11-25_18:26:50,46.03
2025-11-25_18:26:52,46.02
2025-11-25_18:26:54,46.03
2025-11-25_18:26:56,46.03
2025-11-25_18:26:58,46.02
2025-11-25_18:27:00,46.02
2025-11-25_18:27:02,46.02
2025-11-25_18:27:04,46.02
2025-11-25_18:27:06,46.02
2025-11-25_18:27:08,46.02
2025-11-25_18:27:10,46.01
2025-11-25_18:27:12,46.01
2025-11-25_18:27:14,46.01
2025-11-25_18:27:16,46.02
2025-11-25_18:27:18,46.03
2025-11-25_18:27:20,46.01
2025-11-25_18:27:22,46.01
2025-11-25_18:27:24,46.00
2025-11-25_18:27:26,45.99
2025-11-25_18:27:28,45.99
2025-11-25_18:27:30,45.98
2025-11-25_18:27:32,45.99
2025-11-25_18:27:34,45.99
2025-11-25_18:27:36,45.99
2025-11-25_18:27:38,45.99
2025-11-25_18:27:40,46.01
2025-11-25_18:27:42,45.99
2025-11-25_18:27:44,45.99
2025-11-25_18:27:46,46.01
2025-11-25_18:27:48,46.00
2025-11-25_18:27:50,46.00
2025-11-25_18:27:52,46.00
2025-11-25_18:27:54,45.99
2025-11-25_18:27:56,46.00
2025-11-25_18:27:58,46.01
2025-11-25_18:28:00,46.01
2025-11-25_18:28:02,46.00
2025-11-25_18:28:05,46.00
2025-11-25_18:28:07,45.99
2025-11-25_18:28:09,45.98
2025-11-25_18:28:11,45.98
2025-11-25_18:28:13,45.99
2025-11-25_18:28:15,46.01
2025-11-25_18:28:17,46.01
2025-11-25_18:28:19,46.01
2025-11-25_18:28:21,46.04
2025-11-25_18:28:23,46.00
2025-11-25_18:28:25,45.99
2025-11-25_18:28:27,46.00
2025-11-25_18:28:29,46.00
2025-11-25_18:28:31,45.99
2025-11-25_18:28:33,46.00
2025-11-25_18:28:35,46.00
2025-11-25_18:28:37,46.00
2025-11-25_18:28:39,46.00
2025-11-25_18:28:41,46.01
2025-11-25_18:28:43,46.01
2025-11-25_18:28:45,46.00
2025-11-25_18:28:47,45.98
2025-11-25_18:28:49,46.00
2025-11-25_18:28:51,46.00
2025-11-25_18:28:53,46.00
2025-11-25_18:28:55,46.00
2025-11-25_18:28:57,46.00
2025-11-25_18:28:59,46.01
2025-11-25_18:29:01,46.03
2025-11-25_18:29:03,46.01
2025-11-25_18:29:05,38.17
2025-11-25_18:29:07,38.28
2025-11-25_18:29:09,38.38
2025-11-25_18:29:11,38.46
2025-11-25_18:29:13,38.54
2025-11-25_18:29:15,38.62
2025-11-25_18:29:17,38.69
2025-11-25_18:29:19,38.77
2025-11-25_18:29:21,38.84
2025-11-25_18:29:23,38.90
2025-11-25_18:29:25,38.98
2025-11-25_18:29:27,39.07
2025-11-25_18:29:29,39.13
2025-11-25_18:29:31,39.22
2025-11-25_18:29:33,39.29
2025-11-25_18:29:35,39.37
2025-11-25_18:29:37,39.44
2025-11-25_18:29:39,39.53
2025-11-25_18:29:41,39.62
2025-11-25_18:29:43,39.67
2025-11-25_18:29:45,39.75
2025-11-25_18:29:47,39.83
2025-11-25_18:29:49,39.92
2025-11-25_18:29:52,39.98
2025-11-25_18:29:54,40.08
2025-11-25_18:29:56,40.13
2025-11-25_18:29:58,40.20
2025-11-25_18:30:00,40.28
2025-11-25_18:30:02,40.37
2025-11-25_18:30:04,40.44
2025-11-25_18:30:06,40.52
2025-11-25_18:30:08,40.58
